time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010443600000	3.73766	0.437553	5.52778	-0.271671	-1.0286	lidar	0.00246744	3.89365	0.311793	3.71772	0.62913	5.18754	0.139576
1477010443650000	4.01646	0.521275	5.53743	-0.13155	-0.49898	radar	0.0507836	4.19786	0.698311	3.97708	0.636689	5.18519	0.162724
1477010443700000	4.29061	0.515237	5.50662	-0.122709	-0.415164	lidar	0.000340569	4.30935	0.578564	4.23632	0.645449	5.18256	0.187614
1477010443750000	4.5467	0.561987	5.31515	-0.0680991	-0.242549	radar	0.00814801	4.61908	0.68951	4.49542	0.655498	5.17962	0.214238
1477010443800000	4.72165	0.681003	5.05199	0.0462136	0.0313242	lidar	0.0105625	4.35143	0.899174	4.75437	0.666921	5.17634	0.242587
1477010443850000	4.97459	0.676355	4.96269	0.0338752	0.00359551	radar	0.0116906	5.20901	0.66599	5.01315	0.679804	5.1727	0.272649
1477010443900000	5.27373	0.66614	5.06491	0.0163342	-0.0313958	lidar	0.00247227	5.51894	0.648233	5.27175	0.694234	5.16867	0.304413
1477010443950000	5.53494	0.671063	5.28437	0.0169166	-0.025994	radar	0.0410342	5.22834	0.639362	5.53013	0.710295	5.16422	0.337868
1477010444000000	5.83568	0.682753	5.3548	0.0192314	-0.0203288	lidar	0.00138737	6.022	0.708619	5.78828	0.728072	5.15932	0.372999
1477010444050000	6.07643	0.607802	5.10699	-0.0381202	-0.117557	radar	0.0500737	5.89392	0.373584	6.04618	0.747647	5.15393	0.409793
1477010444100000	6.32704	0.721392	5.08604	0.0402319	0.0213099	lidar	0.0043033	6.34249	0.948833	6.30379	0.769103	5.14803	0.448233
1477010444150000	6.57743	0.753587	5.0513	0.0557463	0.0444841	radar	0.000864929	6.62134	0.836138	6.5611	0.792523	5.14157	0.488305
1477010444200000	6.82193	0.749833	5.03828	0.0467262	0.0268832	lidar	0.000155508	6.78214	0.714036	6.81808	0.817988	5.13452	0.52999
1477010444250000	7.06386	0.732905	4.83688	0.0297091	-0.0026653	radar	0.032138	7.29121	0.630741	7.07469	0.845578	5.12685	0.573269
1477010444300000	7.27348	0.817471	4.77682	0.0788497	0.0733567	lidar	0.00242685	7.13735	0.957217	7.3309	0.875373	5.11851	0.618123
1477010444350000	7.57451	0.828685	5.22062	0.075048	0.0618155	radar	0.148107	8.08349	0.819605	7.58668	0.907449	5.10946	0.664531
1477010444400000	7.83146	0.804327	5.21169	0.0514799	0.021359	lidar	0.000593489	7.80533	0.719126	7.84199	0.941886	5.09966	0.712469
1477010444450000	8.07939	0.821765	4.96739	0.0546721	0.0232647	radar	0.0494812	8.40453	0.884557	8.0968	0.978759	5.08907	0.761915
1477010444500000	8.31353	0.838495	4.94196	0.0582834	0.0271524	lidar	0.000168907	8.24796	0.840322	8.35106	1.01814	5.07766	0.812843
1477010444550000	8.58699	0.933475	5.31589	0.10713	0.100419	radar	0.0933958	8.45858	1.41118	8.60472	1.06011	5.06537	0.865226
1477010444600000	8.8314	0.995208	5.28226	0.132418	0.131468	lidar	0.000568582	8.74615	1.04858	8.85775	1.10473	5.05216	0.919037
1477010444650000	9.12366	1.03772	5.3095	0.141338	0.134586	radar	0.0594949	9.8809	1.1419	9.1101	1.15208	5.03798	0.974245
1477010444700000	9.36455	1.06893	5.26713	0.145353	0.130841	lidar	0.000474748	9.25579	1.04913	9.36172	1.20223	5.0228	1.03082
1477010444750000	9.64518	1.15067	5.33396	0.175228	0.16611	radar	0.0279172	10.1016	1.52474	9.61255	1.25524	5.00656	1.08873
1477010444800000	9.92456	1.28705	5.3948	0.233018	0.240817	lidar	0.00267353	10.0484	1.44598	9.86254	1.31118	4.98922	1.14794
1477010444850000	10.1683	1.38779	5.10762	0.270691	0.283249	radar	0.0744191	10.5377	1.72555	10.1117	1.37011	4.97074	1.20841
1477010444900000	10.3856	1.46268	5.05771	0.290213	0.291909	lidar	0.000728288	10.2492	1.45907	10.3598	1.4321	4.95106	1.2701
1477010444950000	10.6145	1.5499	4.8354	0.316516	0.312616	radar	0.0435198	10.9084	1.70343	10.6069	1.49721	4.93014	1.33298
1477010445000000	10.8292	1.56523	4.77103	0.298987	0.263205	lidar	0.00137941	10.7313	1.45265	10.853	1.56549	4.90794	1.39701
1477010445050000	11.1	1.61994	5.04533	0.294556	0.233893	radar	0.0623761	11.4783	1.42876	11.0979	1.637	4.8844	1.46213
1477010445100000	11.3842	1.65724	5.10255	0.279651	0.193662	lidar	0.00193129	11.587	1.61462	11.3416	1.71179	4.85948	1.52832
1477010445150000	11.6139	1.71195	4.98775	0.28238	0.184035	radar	0.0100622	11.4763	1.53917	11.584	1.78992	4.83313	1.59551
1477010445200000	11.8411	1.77096	4.95918	0.2865	0.176463	lidar	0.000187841	11.7788	1.74591	11.8251	1.87144	4.80531	1.66366
1477010445250000	12.0997	1.86942	5.19777	0.306346	0.190937	radar	0.034	12.136	2.14937	12.0647	1.95639	4.77598	1.73273
1477010445300000	12.3481	1.88596	5.15883	0.280088	0.137614	lidar	0.00100684	12.3226	1.78353	12.3029	2.04482	4.74508	1.80265
1477010445350000	12.6058	1.94704	5.27674	0.278326	0.123472	radar	0.0103561	12.5457	1.77728	12.5394	2.13677	4.71257	1.87338
1477010445400000	12.8073	2.0911	5.22839	0.33104	0.192337	lidar	0.00295404	12.5924	2.17509	12.7743	2.23227	4.67842	1.94485
1477010445450000	13.0758	2.2119	5.43731	0.355044	0.21135	radar	0.0290965	13.2198	2.6644	13.0075	2.33137	4.64258	2.01701
1477010445500000	13.2838	2.35736	5.39107	0.399445	0.261347	lidar	0.00205718	13.0875	2.40708	13.2388	2.43409	4.605	2.08981
1477010445550000	13.453	2.51342	4.97052	0.457954	0.337097	radar	0.166768	12.7087	3.12439	13.4682	2.54047	4.56565	2.16317
1477010445600000	13.7021	2.61781	5.0136	0.466419	0.324711	lidar	0.000714456	13.836	2.62479	13.6955	2.65053	4.52448	2.23703
1477010445650000	13.9211	2.73302	5.01698	0.483462	0.325665	radar	0.000798954	13.8302	2.73893	13.9208	2.7643	4.48147	2.31134
1477010445700000	14.1492	2.88395	5.06468	0.515705	0.34905	lidar	0.000411722	14.2106	2.94205	14.1439	2.88179	4.43656	2.38601
1477010445750000	14.4012	3.00472	5.32252	0.51804	0.32008	radar	0.0471395	14.5568	2.87021	14.3646	3.00303	4.38974	2.46099
1477010445800000	14.6123	3.05476	5.19467	0.493941	0.26111	lidar	0.00260731	14.4616	2.90734	14.583	3.12802	4.34097	2.5362
1477010445850000	14.842	3.22614	5.34869	0.528993	0.291277	radar	0.00890068	14.6754	3.96041	14.7989	3.25679	4.29021	2.61157
1477010445900000	15.0554	3.4228	5.39305	0.577767	0.341712	lidar	0.000870824	15.0261	3.5067	15.0122	3.38932	4.23744	2.68703
1477010445950000	15.2619	3.60069	5.23029	0.618721	0.384075	radar	0.0300144	15.3685	4.14761	15.2228	3.52563	4.18263	2.76249
1477010446000000	15.4773	3.78152	5.27401	0.650517	0.402645	lidar	0.000264852	15.5236	3.82936	15.4306	3.66572	4.12575	2.83789
1477010446050000	15.6874	3.91609	5.23711	0.656676	0.382018	radar	0.000696707	15.7234	3.4105	15.6355	3.80957	4.06678	2.91315
1477010446100000	15.9123	4.04178	5.21498	0.65351	0.349431	lidar	0.000460142	15.9774	4.00094	15.8375	3.95719	4.00571	2.98817
1477010446150000	16.1075	4.19753	5.02675	0.676488	0.364418	radar	0.0277141	16.3376	4.21632	16.0363	4.10854	3.94251	3.0629
1477010446200000	16.3011	4.39002	5.07707	0.710792	0.388174	lidar	0.000305046	16.3313	4.44499	16.2319	4.26363	3.87716	3.13723
1477010446250000	16.5129	4.55626	5.1893	0.721021	0.370969	radar	0.0139588	16.7586	4.48231	16.4242	4.42242	3.80966	3.21109
1477010446300000	16.6905	4.71363	5.14289	0.736157	0.365639	lidar	0.000368339	16.6039	4.67344	16.613	4.5849	3.74	3.28438
1477010446350000	16.8446	4.88806	4.79097	0.775291	0.411206	radar	0.0877596	16.9236	5.10119	16.7983	4.75103	3.66817	3.35704
1477010446400000	16.9996	5.11917	4.87518	0.82831	0.458879	lidar	0.000910634	16.9955	5.21099	16.9799	4.92077	3.59416	3.42897
1477010446450000	17.1744	5.27474	4.88845	0.833722	0.430632	radar	0.00175023	17.3421	4.64623	17.1579	5.09409	3.51797	3.50008
1477010446500000	17.3288	5.45196	4.86951	0.854939	0.429991	lidar	7.15379e-05	17.2894	5.43542	17.3319	5.27094	3.4396	3.57028
1477010446550000	17.4904	5.60138	4.79161	0.859701	0.4062	radar	0.00135068	17.6463	4.74597	17.5019	5.45128	3.35907	3.63949
1477010446600000	17.6817	5.71186	4.70266	0.835993	0.342459	lidar	0.0016561	17.7853	5.62476	17.6679	5.63506	3.27637	3.70762
1477010446650000	17.832	5.8902	4.61923	0.859168	0.3555	radar	0.00713995	17.9216	6.07151	17.8297	5.82221	3.19151	3.77458
1477010446700000	18.0001	6.09568	4.69789	0.883415	0.365844	lidar	0.000891992	18.1263	6.16985	17.9872	6.01269	3.10453	3.84027
1477010446750000	18.1544	6.29972	4.80509	0.905968	0.369106	radar	0.0062627	18.1245	6.79027	18.1402	6.20641	3.01542	3.90462
1477010446800000	18.2708	6.56259	4.91001	0.965998	0.429408	lidar	0.00138707	18.2164	6.66138	18.2888	6.40332	2.92421	3.96753
1477010446850000	18.4044	6.77436	4.89567	0.993858	0.440914	radar	0.00129689	18.4022	7.02231	18.4328	6.60333	2.83093	4.0289
1477010446900000	18.5544	6.89469	4.73872	0.973339	0.379209	lidar	0.00182686	18.5422	6.76013	18.572	6.80638	2.7356	4.08867
1477010446950000	18.7062	7.10395	4.91423	0.983211	0.358215	radar	0.0209202	18.8089	7.24388	18.7064	7.01237	2.63825	4.14672
1477010447000000	18.9105	7.23429	4.82819	0.944906	0.27848	lidar	0.00353896	19.1441	7.18344	18.8359	7.22122	2.53893	4.20299
1477010447050000	19.0041	7.41404	4.53303	0.978653	0.318622	radar	0.0768585	18.5479	7.4012	18.9604	7.43283	2.43767	4.25737
1477010447100000	19.0823	7.71496	4.71697	1.05629	0.407754	lidar	0.0032408	19.0138	7.8688	19.0798	7.64712	2.3345	4.3098
1477010447150000	19.2075	7.91572	4.78005	1.06619	0.38761	radar	0.00424484	19.3089	7.67375	19.1939	7.86397	2.22949	4.36017
1477010447200000	19.2822	8.14383	4.78563	1.10705	0.41722	lidar	0.00101691	19.132	8.12845	19.3028	8.08329	2.12266	4.40842
1477010447250000	19.3822	8.35396	4.86396	1.12193	0.400106	radar	0.0209721	19.0239	8.17194	19.4062	8.30497	2.01409	4.45445
1477010447300000	19.4817	8.48525	4.66063	1.11145	0.35483	lidar	0.00285165	19.347	8.30741	19.5042	8.5289	1.90381	4.49819
1477010447350000	19.5783	8.68086	4.56802	1.12926	0.359114	radar	0.00364179	19.6843	8.35902	19.5966	8.75494	1.7919	4.53956
1477010447400000	19.7409	8.85722	4.5471	1.10909	0.306763	lidar	0.00314915	20.0039	8.8906	19.6835	8.983	1.67841	4.57848
1477010447450000	19.8209	9.06506	4.43168	1.13959	0.336389	radar	0.0121764	19.6061	9.48659	19.7645	9.21294	1.56341	4.61488
1477010447500000	19.9433	9.315	4.56292	1.15939	0.343434	lidar	0.00269068	20.1574	9.45949	19.8398	9.44463	1.44697	4.64869
1477010447550000	19.9962	9.5188	4.35552	1.20046	0.391123	radar	0.0405938	19.6163	9.76606	19.9093	9.67795	1.32916	4.67984
1477010447600000	20.0716	9.78288	4.49499	1.24035	0.421822	lidar	0.0013328	20.1573	9.90876	19.9728	9.91275	1.21005	4.70826
1477010447650000	20.1313	10.0434	4.71399	1.27322	0.42832	radar	0.0122065	19.1911	11.5493	20.0303	10.1489	1.08972	4.73389
1477010447700000	20.1698	10.3458	4.88573	1.33024	0.479738	lidar	0.00153867	20.166	10.4687	20.0818	10.3863	0.968259	4.75666
1477010447750000	20.1838	10.5826	4.74327	1.38401	0.536922	radar	0.0389007	19.6775	10.803	20.1271	10.6247	0.845742	4.77652
1477010447800000	20.2349	10.8715	4.88765	1.42076	0.552476	lidar	0.00173553	20.371	11.0109	20.1663	10.864	0.722256	4.7934
1477010447850000	20.2569	11.1474	5.0455	1.4546	0.551447	radar	0.00591143	19.4335	12.3402	20.1993	11.1041	0.597892	4.80727
1477010447900000	20.2954	11.3757	4.98758	1.4712	0.536156	lidar	0.000144303	20.3164	11.3483	20.2261	11.3449	0.472738	4.81807
1477010447950000	20.2389	11.6233	4.75782	1.55657	0.651708	radar	0.127128	19.2063	12.2418	20.2466	11.5861	0.346889	4.82575
1477010448000000	20.3154	11.8452	4.70537	1.55181	0.602109	lidar	0.00417377	20.6141	11.9422	20.2608	11.8275	0.220439	4.83027
1477010448050000	20.3395	12.089	4.95654	1.54675	0.513806	radar	0.0779805	19.966	11.9688	20.2687	12.0692	0.093487	4.83159
1477010448100000	20.3184	12.3963	5.12563	1.59174	0.54159	lidar	0.000971209	20.3263	12.4966	20.2701	12.3108	-0.0338694	4.82968
1477010448150000	20.2661	12.6331	4.9242	1.65556	0.623246	radar	0.0602219	20.0192	12.4823	20.2652	12.5522	-0.161529	4.82451
1477010448200000	20.3011	12.8506	4.82568	1.65715	0.583422	lidar	0.00199274	20.498	12.8924	20.254	12.7933	-0.28939	4.81605
1477010448250000	20.2962	13.0719	4.77564	1.67427	0.564276	radar	0.00143049	20.9151	12.2555	20.2363	13.0339	-0.417348	4.80428
1477010448300000	20.2673	13.2682	4.6641	1.69888	0.557623	lidar	0.000746226	20.1943	13.1688	20.2122	13.2738	-0.545298	4.78918
1477010448350000	20.2308	13.5027	4.74108	1.72002	0.534308	radar	0.0130916	19.858	13.5236	20.1818	13.5129	-0.673135	4.77072
1477010448400000	20.2051	13.7732	4.83554	1.74333	0.531642	lidar	0.00114153	20.3245	13.8896	20.1449	13.7509	-0.800753	4.74892
1477010448450000	20.154	13.9925	4.74543	1.77819	0.553051	radar	0.0058215	20.3387	13.5307	20.1017	13.9878	-0.928043	4.72374
1477010448500000	20.0917	14.2603	4.85394	1.81165	0.562621	lidar	0.000444824	20.1216	14.337	20.0521	14.2233	-1.0549	4.69521
1477010448550000	20.0196	14.49	4.86469	1.84166	0.560243	radar	0.0111329	19.6717	14.4038	19.9962	14.4573	-1.18121	4.66331
1477010448600000	19.9003	14.7626	5.01864	1.89202	0.591428	lidar	0.00110446	19.781	14.773	19.934	14.6897	-1.30687	4.62805
1477010448650000	19.8361	14.9777	4.99654	1.90137	0.542035	radar	0.0188109	20.1149	14.0165	19.8655	14.9202	-1.43177	4.58944
1477010448700000	19.8234	15.1737	4.81477	1.89923	0.502844	lidar	0.00233129	20.0208	15.2053	19.7908	15.1486	-1.55581	4.54751
1477010448750000	19.7035	15.3628	4.51937	1.98465	0.657251	radar	0.140615	20.0157	15.3443	19.7099	15.3749	-1.67887	4.50226
1477010448800000	19.6928	15.5212	4.29449	1.98486	0.612814	lidar	0.00302843	19.9131	15.554	19.6229	15.5989	-1.80085	4.45372
1477010448850000	19.6177	15.7054	4.27929	2.00256	0.581876	radar	0.00470976	19.9388	15.0864	19.5298	15.8203	-1.92164	4.40193
1477010448900000	19.4959	15.9418	4.43403	2.04042	0.595008	lidar	0.00059243	19.4748	16.0098	19.4307	16.039	-2.04114	4.3469
1477010448950000	19.4031	16.1427	4.49455	2.0473	0.533569	radar	0.0232686	19.1556	16.0022	19.3257	16.2549	-2.15925	4.28868
1477010449000000	19.2903	16.3263	4.46538	2.07831	0.53877	lidar	0.000222973	19.238	16.2719	19.2148	16.4679	-2.27586	4.22731
1477010449050000	19.1815	16.5127	4.43434	2.10791	0.546943	radar	0.000476951	19.4007	16.2962	19.0981	16.6777	-2.39087	4.16284
1477010449100000	19.0284	16.7544	4.62895	2.14295	0.558544	lidar	0.000898901	19.0029	16.8387	18.9757	16.8841	-2.50418	4.0953
1477010449150000	18.8673	16.9479	4.60949	2.21767	0.679318	radar	0.0774313	18.8373	17.7112	18.8477	17.0872	-2.61571	4.02476
1477010449200000	18.6572	17.2248	4.96512	2.26186	0.694534	lidar	0.002999	18.6148	17.3832	18.7142	17.2866	-2.72534	3.95127
1477010449250000	18.567	17.4251	4.88973	2.22186	0.514633	radar	0.125926	18.8177	17.0316	18.5752	17.4822	-2.83299	3.87489
1477010449300000	18.3338	17.6414	5.09572	2.27149	0.542869	lidar	0.00313184	18.1023	17.5529	18.4309	17.674	-2.93858	3.79568
1477010449350000	18.1905	17.8412	5.09396	2.26804	0.464297	radar	0.0279773	18.2749	17.4877	18.2814	17.8617	-3.042	3.71372
1477010449400000	18.0782	18.0117	4.93888	2.27883	0.449607	lidar	0.00111598	18.2094	18.0461	18.1268	18.0453	-3.14318	3.62906
1477010449450000	17.905	18.1582	4.83861	2.3314	0.522396	radar	0.0288539	18.3021	17.498	17.9671	18.2246	-3.24204	3.5418
1477010449500000	17.8031	18.2734	4.57126	2.34953	0.511504	lidar	0.00161875	17.9018	18.2183	17.8026	18.3994	-3.3385	3.45199
1477010449550000	17.6826	18.4416	4.50256	2.3553	0.477129	radar	0.043658	18.8558	18.1364	17.6334	18.5697	-3.43247	3.35973
1477010449600000	17.4639	18.6496	4.73672	2.38408	0.483761	lidar	0.00121264	17.3845	18.7039	17.4595	18.7353	-3.5239	3.26509
1477010449650000	17.29	18.7821	4.67272	2.42511	0.523602	radar	0.00973501	17.7945	18.0801	17.281	18.8962	-3.61271	3.16817
1477010449700000	17.1391	18.9104	4.56475	2.44953	0.521328	lidar	0.000256309	17.1762	18.8863	17.0983	19.0521	-3.69883	3.06904
1477010449750000	16.9729	19.0798	4.59267	2.46059	0.494071	radar	0.025955	16.9398	19.7311	16.9113	19.203	-3.78221	2.9678
1477010449800000	16.7463	19.2049	4.66017	2.50288	0.515364	lidar	0.00210419	16.5734	19.052	16.7201	19.3488	-3.86278	2.86455
1477010449850000	16.5491	19.3637	4.73456	2.52929	0.526334	radar	0.0177306	16.1674	20.2201	16.5251	19.4894	-3.9405	2.75938
1477010449900000	16.2976	19.5476	4.96546	2.55384	0.522714	lidar	0.00116732	16.2338	19.6171	16.3262	19.6246	-4.01531	2.65237
1477010449950000	16.077	19.6264	4.90126	2.61161	0.582809	radar	0.0814757	16.4366	18.2742	16.1237	19.7545	-4.08716	2.54364
1477010450000000	15.8671	19.7723	4.9405	2.63195	0.572009	lidar	0.000515676	15.9243	19.8703	15.9176	19.8789	-4.15602	2.43329
1477010450050000	15.6883	19.8918	4.78253	2.62962	0.489536	radar	0.0347629	16.2328	19.2166	15.7082	19.9978	-4.22185	2.32141
1477010450100000	15.4388	20.0602	4.97629	2.64334	0.474332	lidar	0.00118525	15.4332	20.1836	15.4956	20.111	-4.28461	2.2081
1477010450150000	15.2088	20.2153	5.06292	2.65193	0.448008	radar	0.0216519	14.3677	21.3406	15.2799	20.2185	-4.34427	2.09347
1477010450200000	15.0445	20.3303	4.90963	2.66463	0.438322	lidar	0.00173732	15.2016	20.4385	15.0613	20.3203	-4.4008	1.97763
1477010450250000	14.8119	20.412	4.91834	2.70755	0.481454	radar	0.0259698	14.7476	19.9571	14.84	20.4162	-4.4542	1.86068
1477010450300000	14.6025	20.527	4.90306	2.72437	0.473032	lidar	0.000413521	14.6665	20.6088	14.6161	20.5063	-4.50443	1.74272
1477010450350000	14.3543	20.6206	5.00074	2.76401	0.515646	radar	0.00932467	13.841	21.0031	14.3897	20.5904	-4.55149	1.62386
1477010450400000	14.112	20.6895	4.99418	2.79844	0.526073	lidar	0.000500042	14.0521	20.5924	14.1611	20.6686	-4.59537	1.50421
1477010450450000	13.8673	20.7658	5.04418	2.83487	0.553435	radar	0.00407751	13.8232	20.859	13.9304	20.7408	-4.63606	1.38386
1477010450500000	13.584	20.8314	5.14655	2.86988	0.56045	lidar	0.00107994	13.4686	20.7253	13.6977	20.807	-4.67357	1.26294
1477010450550000	13.3284	20.8667	5.21006	2.92597	0.628421	radar	0.024164	13.8263	20.4261	13.4632	20.8671	-4.70789	1.14153
1477010450600000	13.097	20.8931	5.11574	2.96556	0.640402	lidar	0.000322972	13.1072	20.8294	13.2271	20.9211	-4.73904	1.01975
1477010450650000	12.8678	20.9528	5.02998	2.98299	0.610689	radar	0.0224339	13.2669	21.1579	12.9895	20.969	-4.76702	0.897694
1477010450700000	12.7036	20.9746	4.78699	3.0166	0.621704	lidar	0.00229837	12.8729	21.0592	12.7506	21.0108	-4.79186	0.775469
1477010450750000	12.4448	21.0197	4.86276	3.04026	0.609942	radar	0.00137506	11.5171	21.6724	12.5106	21.0465	-4.81358	0.653175
1477010450800000	12.196	21.0566	4.89501	3.06433	0.600889	lidar	0.000140367	12.2062	21.11	12.2695	21.0761	-4.83219	0.530912
1477010450850000	11.9627	21.0747	4.88499	3.09557	0.607605	radar	0.00580612	12.3859	21.1066	12.0276	21.0996	-4.84773	0.408778
1477010450900000	11.7303	21.038	4.82147	3.14536	0.633937	lidar	0.00137836	11.6814	20.8651	11.785	21.117	-4.86022	0.286869
1477010450950000	11.4898	21.022	4.79686	3.18066	0.635565	radar	0.00828627	11.5265	20.6748	11.5418	21.1283	-4.86971	0.165281
1477010451000000	11.2859	21.01	4.70146	3.21457	0.641612	lidar	0.000498564	11.363	21.0688	11.2982	21.1335	-4.87623	0.0441057
1477010451050000	11.0348	20.9699	4.73084	3.25325	0.64715	radar	0.0356365	10.5558	20.5567	11.0544	21.1327	-4.87982	-0.076565
1477010451100000	10.8355	20.9278	4.6324	3.29485	0.662618	lidar	0.000314761	10.8903	20.927	10.8105	21.1259	-4.88053	-0.196643
1477010451150000	10.5979	20.9221	4.46782	3.29748	0.592148	radar	0.0409047	9.30535	21.3896	10.5666	21.1131	-4.8784	-0.31604
1477010451200000	10.2738	20.9735	4.75797	3.27227	0.510277	lidar	0.00497306	10.189	21.209	10.3229	21.0943	-4.87349	-0.434674
1477010451250000	10.0388	20.9523	4.77074	3.29322	0.506284	radar	0.00808183	9.97958	21.2932	10.0795	21.0697	-4.86585	-0.552463
1477010451300000	9.86995	20.9081	4.59271	3.33153	0.528961	lidar	0.00137559	9.99634	20.9797	9.83658	21.0391	-4.85554	-0.669327
1477010451350000	9.6535	20.8909	4.41477	3.33394	0.474978	radar	0.0308651	9.38223	21.111	9.59422	21.0028	-4.84262	-0.785189
1477010451400000	9.47348	20.8429	4.3195	3.3659	0.488696	lidar	0.000380461	9.53921	20.8762	9.35258	20.9607	-4.82714	-0.899977
1477010451450000	9.26825	20.7929	4.39031	3.39711	0.509139	radar	0.0142033	9.63392	20.9724	9.11177	20.9128	-4.80919	-1.01362
1477010451500000	8.91322	20.7867	4.76076	3.37039	0.429766	lidar	0.00512739	8.70331	20.8221	8.87192	20.8594	-4.78881	-1.12605
1477010451550000	8.71157	20.7013	4.73365	3.41602	0.471328	radar	0.0071258	9.84634	20.009	8.63315	20.8003	-4.76608	-1.2372
1477010451600000	8.39651	20.6294	4.9691	3.42359	0.443383	lidar	0.0028901	8.22277	20.4839	8.39557	20.7358	-4.74108	-1.34701
1477010451650000	8.16109	20.5513	4.99819	3.45216	0.456947	radar	0.00141895	8.29647	20.4978	8.1593	20.6657	-4.71387	-1.45542
1477010451700000	7.91114	20.4721	5.03301	3.47255	0.452688	lidar	6.32807e-05	7.88599	20.45	7.92445	20.5903	-4.68453	-1.56237
1477010451750000	7.68912	20.3882	5.09634	3.50635	0.483239	radar	0.0285039	8.29081	20.6565	7.69111	20.5096	-4.65313	-1.66781
1477010451800000	7.33432	20.3383	5.39101	3.48437	0.415192	lidar	0.00332009	7.18029	20.392	7.45939	20.4237	-4.61975	-1.7717
1477010451850000	7.08261	20.2489	5.33646	3.49974	0.399981	radar	0.00396191	7.09214	20.1196	7.22939	20.3326	-4.58448	-1.87399
1477010451900000	6.82358	20.1615	5.36098	3.51416	0.392257	lidar	4.72055e-05	6.81542	20.1859	7.00119	20.2364	-4.54738	-1.97462
1477010451950000	6.58718	20.0736	5.28493	3.5291	0.381286	radar	0.00611931	6.89359	20.1536	6.7749	20.1352	-4.50854	-2.07357
1477010452000000	6.35905	19.9765	5.24331	3.55042	0.385532	lidar	0.00011382	6.38914	20.0137	6.55059	20.0292	-4.46805	-2.17079
1477010452050000	6.13837	19.8841	5.21245	3.57101	0.392613	radar	0.0231181	6.67637	20.2142	6.32834	19.9183	-4.42598	-2.26625
1477010452100000	5.88121	19.7877	5.26075	3.57995	0.377442	lidar	0.000172559	5.86119	19.8306	6.10823	19.8027	-4.38241	-2.35993
1477010452150000	5.62613	19.6467	5.45631	3.61412	0.414581	radar	0.0307248	5.28178	19.5036	5.89034	19.6824	-4.33744	-2.45178
1477010452200000	5.50807	19.5093	5.15123	3.67286	0.474006	lidar	0.00362078	5.69089	19.5755	5.67472	19.5577	-4.29114	-2.5418
1477010452250000	5.30943	19.3598	5.12535	3.71009	0.495391	radar	0.00402525	5.9506	18.9859	5.46145	19.4284	-4.24359	-2.62995
1477010452300000	5.11199	19.2547	5.06046	3.72744	0.488161	lidar	0.00145094	5.17021	19.4397	5.25059	19.2948	-4.19488	-2.71622
1477010452350000	4.94582	19.1394	4.81494	3.74953	0.47687	radar	0.0396229	5.87397	19.301	5.04219	19.157	-4.1451	-2.80059
1477010452400000	4.80873	18.989	4.6901	3.7969	0.513304	lidar	0.000791261	4.89149	18.982	4.8363	19.015	-4.09432	-2.88305
1477010452450000	4.59329	18.8385	4.88776	3.81866	0.51525	radar	0.0138893	3.98679	19.0452	4.63297	18.8689	-4.04263	-2.96359
1477010452500000	4.4222	18.7067	4.82842	3.84263	0.515168	lidar	0.000724186	4.4685	18.834	4.43224	18.7188	-3.99012	-3.0422
